"Kingdom","Phylum","Class","Order","Family","Genus","Species","LME#"
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Asymbolus","parvus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Asymbolus","rubiginosus",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Asymbolus","submaculatus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Asymbolus","vincenti",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Atelomycterus","fasciatus",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Atelomycterus","macleayi",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Atelomycterus","marmoratus",7
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Aulohalaelurus","labiosus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Bythaelurus","alcockii",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Bythaelurus","canescens",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Bythaelurus","immaculatus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Bythaelurus","lutarius",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","fasciatum",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","isabellum",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","laticeps",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","parvum",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","sufflans",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","umbratile",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","ventriosum",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Cephalurus","cephalus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Figaro","boardmani",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Galeus","antillensis",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Galeus","arae",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Galeus","atlanticus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Galeus","cadenati",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Galeus","eastmani",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Galeus","melastomus",9
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Galeus","murinus",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Galeus","nipponensis",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Galeus","polli",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Galeus","sauteri",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Galeus","schultzi",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Galeus","springeri",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Halaelurus","boesemani",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Halaelurus","buergeri",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Halaelurus","lineatus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Haploblepharus","pictus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Holohalaelurus","punctatus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Holohalaelurus","regani",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Parmaturus","macmillani",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Parmaturus","melanobranchus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Parmaturus","xaniurus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Pentanchus","profundicolus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Schroederichthys","bivius",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Schroederichthys","chilensis",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Schroederichthys","maculatus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Schroederichthys","tenuis",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","boa",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","canicula",7
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","capensis",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","cervigoni",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","garmani",7
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","haeckelii",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","hesperius",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","meadi",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","retifer",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","stellaris",6
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","torazame",5
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","torrei",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Sphyrnidae","Eusphyra","blochii",9
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Sphyrnidae","Sphyrna","corona",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Sphyrnidae","Sphyrna","couardi",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Sphyrnidae","Sphyrna","lewini",31
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Sphyrnidae","Sphyrna","media",5
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Sphyrnidae","Sphyrna","mokarran",29
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Sphyrnidae","Sphyrna","tiburo",10
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Sphyrnidae","Sphyrna","tudes",5
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Sphyrnidae","Sphyrna","zygaena",28
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Furgaleus","macki",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Galeorhinus","galeus",24
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Hemitriakis","falcata",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Hemitriakis","japanica",5
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Hemitriakis","leucoperiptera",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Hypogaleus","hyugaensis",7
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Iago","garricki",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Iago","omanensis",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","antarcticus",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","asterias",6
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","californicus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","canis",9
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","dorsalis",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","fasciatus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","griseus",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","henlei",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","higmani",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","lenticulatus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","lunulatus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","manazo",6
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","mento",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","minicanis",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","mosis",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","mustelus",8
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","norrisi",6
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","palumbes",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","punctulatus",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","schmitti",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","sinusmexicanus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Mustelus","whitneyi",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Triakis","acutipinna",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Triakis","maculata",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Triakis","megalopterus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Triakis","scyllium",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Carcharhiniformes","Triakidae","Triakis","semifasciata",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Centrophorus","acus",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Centrophorus","atromarginatus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Centrophorus","granulosus",13
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Centrophorus","harrissoni",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Centrophorus","isodon",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Centrophorus","lusitanicus",6
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Centrophorus","moluccensis",7
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Centrophorus","niaukang",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Centrophorus","robustus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Centrophorus","squamosus",14
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Centrophorus","tessellatus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Deania","calcea",13
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Deania","hystricosa",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Deania","profundorum",6
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Centrophoridae","Deania","quadrispinosum",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Dalatiidae","Dalatias","licha",19
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Dalatiidae","Euprotomicrus","bispinatus",5
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Dalatiidae","Isistius","brasiliensis",15
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Dalatiidae","Isistius","labialis",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Dalatiidae","Mollisquama","parini",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Dalatiidae","Squaliolus","aliae",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Dalatiidae","Squaliolus","laticaudus",11
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Echinorhinidae","Echinorhinus","brucus",14
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Echinorhinidae","Echinorhinus","cookei",11
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Aculeola","nigra",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Centroscyllium","fabricii",12
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Centroscyllium","kamoharai",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Centroscyllium","nigrum",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Centroscyllium","ornatum",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","baxteri",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","bigelowi",8
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","brachyurus",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","bullisi",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","carteri",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","compagnoi",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","decacuspidatus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","gracilispinis",6
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","granulosus",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","hillianus",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","lucifer",13
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","molleri",6
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","perryi",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","polli",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","princeps",8
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","pusillus",13
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","robinsi",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","schultzi",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","sentosus",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","spinax",10
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","splendidus",3
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","unicolor",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","villosus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Etmopteridae","Etmopterus","virens",5
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Oxynotidae","Oxynotus","bruniensis",2
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Oxynotidae","Oxynotus","caribbaeus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Oxynotidae","Oxynotus","centrina",7
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Oxynotidae","Oxynotus","paradoxus",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Somniosidae","Centroscymnus","coelolepis",15
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Somniosidae","Centroscymnus","cryptacanthus",1
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Somniosidae","Centroscymnus","owstonii",4
"Animalia","Chordata","Elasmobranchii (sharks and rays)","Squaliformes","Somniosidae","Centroselachus","crepidater",12
