"taxocategory","geo","stockid","areaname","stocklong","commonname1","scientificname","assessid","tsyear","ssb","total"
"1667","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",1987,34000,107000
"1668","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",1989,84000,771000
"1669","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",1990,92000,4901000
"1670","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",1991,643000,6647000
"1671","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",1992,302000,5371000
"1672","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",1993,293000,991000
"1673","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",1994,139000,259000
"1674","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",1995,60000,189000
"1675","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",1996,60000,467000
"1676","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",1997,85000,866000
"1677","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",1998,94000,1860000
"1678","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",1999,382000,2580000
"1679","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",2000,599000,3840000
"1680","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",2001,626000,3480000
"1681","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",2002,496000,2145000
"1682","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",2003,427000,7e+05
"1683","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",2004,94000,724000
"1684","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",2005,122000,374000
"1685","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",2006,72000,902000
"1686","Pelagic","NEAtl","CAPENOR","Barents Sea","Capelin Barents Sea","Capelin","Mallotus villosus","AFWG-CAPENOR-1965-2007-MINTO",2007,189000,NA
"1687","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1917,871443.8,871443.8
"1688","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1918,870495.3,870495.3
"1689","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1919,869560.4,869560.4
"1690","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1920,867995.2,867995.2
"1691","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1921,868447.2,868447.2
"1692","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1922,867674.9,867674.9
"1693","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1923,867307,867307
"1694","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1924,865597,865597
"1695","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1925,865064.9,865064.9
"1696","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1926,864275.5,864275.5
"1697","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1927,864104.7,864104.7
"1698","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1928,864578,864578
"1699","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1929,863330.9,863330.9
"1700","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1930,861103.4,861103.4
"1701","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1931,858596.8,858596.8
"1702","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1932,857966.8,857966.8
"1703","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1933,846599.6,846599.6
"1704","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1934,839645.1,839645.1
"1705","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1935,831227.2,831227.2
"1706","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1936,822984.6,822984.6
"1707","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1937,813537.2,813537.2
"1708","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1938,803244,803244
"1709","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1939,793765,793765
"1710","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1940,786964.1,786964.1
"1711","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1941,773329.7,773329.7
"1712","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1942,759828.8,759828.8
"1713","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1943,744774.1,744774.1
"1714","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1944,728928.5,728928.5
"1715","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1945,719367.9,719367.9
"1716","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1946,716651.4,716651.4
"1717","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1947,705448.9,705448.9
"1718","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1948,696641.9,696641.9
"1719","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1949,677951.4,677951.4
"1720","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1950,668245,668245
"1721","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1951,658286.9,658286.9
"1722","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1952,650043.4,650043.4
"1723","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1953,652072.9,652072.9
"1724","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1954,658841.8,658841.8
"1725","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1955,665688.3,665688.3
"1726","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1956,671699.9,671699.9
"1727","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1957,677683.6,677683.6
"1728","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1958,681634.8,681634.8
"1729","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1959,684301.7,684301.7
"1730","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1960,683056,683056
"1731","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1961,677502.1,677502.1
"1732","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1962,674560.3,674560.3
"1733","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1963,671785.9,671785.9
"1734","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1964,663849.9,663849.9
"1735","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1965,658034.1,658034.1
"1736","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1966,643149.8,643149.8
"1737","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1967,631397.1,631397.1
"1738","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1968,616902.1,616902.1
"1739","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1969,603677.9,603677.9
"1740","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1970,581110.4,581110.4
"1741","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1971,574386.4,574386.4
"1742","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1972,551191.6,551191.6
"1743","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1973,510737.1,510737.1
"1744","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1974,479279.5,479279.5
"1745","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1975,443617.9,443617.9
"1746","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1976,436936.1,436936.1
"1747","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1977,429458.4,429458.4
"1748","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1978,444224.3,444224.3
"1749","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1979,476811,476811
"1750","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1980,490902.6,490902.6
"1751","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1981,505613.2,505613.2
"1752","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1982,520429.9,520429.9
"1753","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1983,532443.7,532443.7
"1754","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1984,548749.6,548749.6
"1755","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1985,555792.5,555792.5
"1756","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1986,552683.3,552683.3
"1757","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1987,556694.8,556694.8
"1758","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1988,559006.4,559006.4
"1759","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1989,581743.3,581743.3
"1760","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1990,593361.2,593361.2
"1761","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1991,627234.3,627234.3
"1762","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1992,662478.7,662478.7
"1763","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1993,686796.2,686796.2
"1764","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1994,713890.4,713890.4
"1765","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1995,723921,723921
"1766","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1996,720458.3,720458.3
"1767","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1997,701564.3,701564.3
"1768","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1998,676662.1,676662.1
"1769","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",1999,654091.7,654091.7
"1770","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",2000,623222.8,623222.8
"1771","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",2001,589192.9,589192.9
"1772","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",2002,579501.6,579501.6
"1773","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",2003,543155.2,543155.2
"1774","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",2004,518838,518838
"1775","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",2005,493801.3,493801.3
"1776","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",2006,483788.1,483788.1
"1777","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",2007,484692.8,484692.8
"1778","Other demersal","SAfr","CHAKESA","South Africa","Shallow-water cape hake South Africa","Shallow-water cape hake","Merluccius capensis","MARAM-CHAKESA-1917-2008-DEDECKER",2008,500511.3,500511.3
"1779","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1892,33391,47214
"1780","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1893,33200,47013
"1781","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1894,33038,46841
"1782","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1895,32904,46699
"1783","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1896,32795,46582
"1784","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1897,32706,46486
"1785","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1898,32636,46409
"1786","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1899,32582,46348
"1787","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1900,32543,46303
"1788","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1901,32494,46247
"1789","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1902,32437,46184
"1790","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1903,32372,46112
"1791","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1904,32300,46032
"1792","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1905,32222,45946
"1793","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1906,32139,45855
"1794","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1907,32051,45759
"1795","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1908,31959,45658
"1796","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1909,31862,45552
"1797","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1910,31747,45426
"1798","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1911,31611,45279
"1799","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1912,31459,45113
"1800","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1913,31292,44931
"1801","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1914,31111,44735
"1802","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1915,30919,44525
"1803","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1916,30715,44303
"1804","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1917,30397,43960
"1805","Other demersal","NEPac","CHILISPCOAST","Southern Pacific Coast","Chilipepper Southern Pacific Coast","Chilipepper rockfish","Sebastes goodei","NWFSC-CHILISPCOAST-1892-2007-BRANCH",1918,29977,43506
