"taxocategory","geo","stockid","areaname","stocklong","commonname1","scientificname","assessid","tsyear","ssb","total"
"120","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1954,39786,98489
"121","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1955,28977,98627
"122","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1956,24217,115870
"123","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1957,21670,132120
"124","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1958,22766,138390
"125","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1959,25679,146350
"126","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1960,31124,133190
"127","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1961,32894,153840
"128","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1962,32950,159040
"129","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1963,29504,160120
"130","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1964,17922,132580
"131","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1965,20068,160930
"132","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1966,18639,172880
"133","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1967,19730,204110
"134","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1968,16138,207090
"135","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1969,40379,213850
"136","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1970,57944,220720
"137","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1971,62335,225130
"138","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1972,60718,214950
"139","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1973,57616,217340
"140","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1974,57851,223200
"141","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1975,58307,203240
"142","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1976,53866,202600
"143","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1977,47149,183350
"144","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1978,45451,185970
"145","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1979,41194,204080
"146","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1980,41615,204270
"147","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1981,47061,221300
"148","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1982,54976,230960
"149","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1983,67769,212970
"150","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1984,65770,183930
"151","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1985,60827,160870
"152","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1986,56002,154740
"153","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1987,38684,135270
"154","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1988,34356,136550
"155","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1989,33835,145900
"156","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1990,38899,147540
"157","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1991,37141,152470
"158","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1992,38676,155920
"159","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1993,45231,145530
"160","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1994,40514,130310
"161","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1995,40298,115270
"162","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1996,34908,97677
"163","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1997,27246,98735
"164","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1998,23508,112350
"165","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",1999,22943,129950
"166","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",2000,19881,133300
"167","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",2001,22315,120320
"168","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",2002,29805,113790
"169","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",2003,35792,110040
"170","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",2004,36982,111030
"171","Pelagic","HighSeas","ALBANATL","Northern Atlantic","Albacore tuna North Atlantic","Albacore tuna","Thunnus alalunga","ICCAT-ALBANATL-1929-2005-WORM",2005,32059,135750
"172","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1959,469750,1476200
"173","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1960,475880,1476000
"174","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1961,472730,1461000
"175","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1962,467450,1419200
"176","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1963,460180,1340700
"177","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1964,449590,1276600
"178","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1965,451150,1198100
"179","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1966,412340,1092100
"180","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1967,373740,987950
"181","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1968,339020,901370
"182","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1969,308060,829570
"183","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1970,276480,781810
"184","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1971,247390,745350
"185","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1972,221760,714390
"186","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1973,199000,690450
"187","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1974,189900,679570
"188","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1975,194640,679190
"189","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1976,197940,677790
"190","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1977,200110,669900
"191","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1978,195340,678080
"192","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1979,193150,673990
"193","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1980,184590,666140
"194","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1981,188200,646370
"195","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1982,193500,645680
"196","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1983,190700,674660
"197","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1984,187520,687580
"198","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1985,183970,665770
"199","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1986,194360,614750
"200","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1987,206720,588980
"201","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1988,199710,598770
"202","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1989,172350,607710
"203","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1990,151060,624180
"204","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1991,145940,611920
"205","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1992,161830,607900
"206","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1993,178140,642670
"207","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1994,171100,702240
"208","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1995,161750,760980
"209","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1996,165520,786010
"210","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1997,197880,772420
"211","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1998,220240,729070
"212","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",1999,235290,701950
"213","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",2000,224960,656820
"214","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",2001,194940,607730
"215","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",2002,167870,572430
"216","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",2003,150560,538510
"217","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",2004,126300,473410
"218","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",2005,106860,382110
"219","Pelagic","HighSeas","ALBASPAC","South Pacific Ocean","Albacore tuna South Pacific Ocean","Albacore tuna","Thunnus alalunga","SPC-ALBASPAC-1959-2006-JENSEN",2006,99278,318910
"220","Pleuronectiformes","NEPac","ALPLAICBSAI","Bering Sea and Aleutian Islands","Alaska plaice Bering Sea and Aleutian Islands","Alaska plaice","Pleuronectes quadrituberculatus","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1975,172125,1136420
"221","Pleuronectiformes","NEPac","ALPLAICBSAI","Bering Sea and Aleutian Islands","Alaska plaice Bering Sea and Aleutian Islands","Alaska plaice","Pleuronectes quadrituberculatus","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1976,208732,1293040
"222","Pleuronectiformes","NEPac","ALPLAICBSAI","Bering Sea and Aleutian Islands","Alaska plaice Bering Sea and Aleutian Islands","Alaska plaice","Pleuronectes quadrituberculatus","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1977,247863,1426510
"223","Pleuronectiformes","NEPac","ALPLAICBSAI","Bering Sea and Aleutian Islands","Alaska plaice Bering Sea and Aleutian Islands","Alaska plaice","Pleuronectes quadrituberculatus","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1978,281912,1538610
"224","Pleuronectiformes","NEPac","ALPLAICBSAI","Bering Sea and Aleutian Islands","Alaska plaice Bering Sea and Aleutian Islands","Alaska plaice","Pleuronectes quadrituberculatus","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1979,308075,1627500
"225","Pleuronectiformes","NEPac","ALPLAICBSAI","Bering Sea and Aleutian Islands","Alaska plaice Bering Sea and Aleutian Islands","Alaska plaice","Pleuronectes quadrituberculatus","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1980,337365,1686430
"226","Pleuronectiformes","NEPac","ALPLAICBSAI","Bering Sea and Aleutian Islands","Alaska plaice Bering Sea and Aleutian Islands","Alaska plaice","Pleuronectes quadrituberculatus","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1981,370607,1718730
"227","Pleuronectiformes","NEPac","ALPLAICBSAI","Bering Sea and Aleutian Islands","Alaska plaice Bering Sea and Aleutian Islands","Alaska plaice","Pleuronectes quadrituberculatus","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1982,411737,1729330
"228","Pleuronectiformes","NEPac","ALPLAICBSAI","Bering Sea and Aleutian Islands","Alaska plaice Bering Sea and Aleutian Islands","Alaska plaice","Pleuronectes quadrituberculatus","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1983,443838,1721590
"229","Pleuronectiformes","NEPac","ALPLAICBSAI","Bering Sea and Aleutian Islands","Alaska plaice Bering Sea and Aleutian Islands","Alaska plaice","Pleuronectes quadrituberculatus","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1984,469901,1669490
"230","Pleuronectiformes","NEPac","ALPLAICBSAI","Bering Sea and Aleutian Islands","Alaska plaice Bering Sea and Aleutian Islands","Alaska plaice","Pleuronectes quadrituberculatus","AFSC-ALPLAICBSAI-1972-2008-MELNYCHUK",1985,476423,1593060
